Date,PMAQI Value,Main Pollutant,Site Name,Site ID,Source
12/1/16,38,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/2/16,28,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/3/16,41,,ELIZA-NR,26-163-0093,AQS
12/4/16,50,,Allen Park,26-163-0001,AQS
12/5/16,54,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/6/16,59,,ELIZA-NR,26-163-0093,AQS
12/7/16,42,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/8/16,44,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/9/16,33,,ELIZA-NR,26-163-0093,AQS
12/10/16,53,,ELIZA-NR,26-163-0093,AQS
12/11/16,55,,Southwestern H.S.,26-163-0015,AQS
12/12/16,59,,ELIZA-NR,26-163-0093,AQS
12/13/16,73,,ELIZA-NR,26-163-0093,AQS
12/14/16,65,,Allen Park,26-163-0001,AQS
12/15/16,39,,ELIZA-NR,26-163-0093,AQS
12/16/16,78,,ELIZA-NR,26-163-0093,AQS
12/17/16,63,,ELIZA-NR,26-163-0093,AQS
12/18/16,39,,Allen Park,26-163-0001,AQS
12/19/16,72,,ELIZA-NR,26-163-0093,AQS
12/20/16,83,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/21/16,77,,ELIZA-NR,26-163-0093,AQS
12/22/16,58,,ELIZA-NR,26-163-0093,AQS
12/23/16,86,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/24/16,60,,ELIZA-NR,26-163-0093,AQS
12/25/16,55,,ELIZA-NR,26-163-0093,AQS
12/26/16,46,,Southwestern H.S.,26-163-0015,AQS
12/27/16,31,,ELIZA-NR,26-163-0093,AQS
12/28/16,54,,ELIZA-NR,26-163-0093,AQS
12/29/16,37,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/30/16,30,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/31/16,43,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
1/1/17,67,,Southwestern H.S.,26-163-0015,AQS
1/2/17,64,,ELIZA-NR,26-163-0093,AQS
1/3/17,43,,Allen Park,26-163-0001,AQS
1/4/17,30,,ELIZA-NR,26-163-0093,AQS
1/5/17,33,,ELIZA-NR,26-163-0093,AQS
1/6/17,54,,ELIZA-NR,26-163-0093,AQS
1/7/17,92,,,26-163-0016,AQS
1/8/17,29,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
1/9/17,61,,ELIZA-NR,26-163-0093,AQS
1/10/17,56,,Southwestern H.S.,26-163-0015,AQS
1/11/17,59,,ELIZA-NR,26-163-0093,AQS
1/12/17,33,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
1/13/17,38,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
1/14/17,58,,ELIZA-NR,26-163-0093,AQS
1/15/17,86,,ELIZA-NR,26-163-0093,AQS
1/16/17,111,,ELIZA-NR,26-163-0093,AQS
1/17/17,64,,ELIZA-NR,26-163-0093,AQS
1/18/17,46,,ELIZA-NR,26-163-0093,AQS
1/19/17,64,,ELIZA-NR,26-163-0093,AQS
1/20/17,62,,ELIZA-NR,26-163-0093,AQS
1/21/17,62,,ELIZA-NR,26-163-0093,AQS
1/22/17,60,,Allen Park,26-163-0001,AQS
1/23/17,65,,Allen Park,26-163-0001,AQS
1/24/17,49,,ELIZA-NR,26-163-0093,AQS
1/25/17,54,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
1/26/17,29,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
1/27/17,32,,ELIZA-NR,26-163-0093,AQS
1/28/17,62,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
1/29/17,28,,ELIZA-NR,26-163-0093,AQS
1/30/17,34,,ELIZA-NR,26-163-0093,AQS
1/31/17,58,,ELIZA-NR,26-163-0093,AQS
2/1/17,45,,ELIZA-NR,26-163-0093,AQS
2/2/17,36,,ELIZA-NR,26-163-0093,AQS
2/3/17,52,,ELIZA-NR,26-163-0093,AQS
2/4/17,53,,ELIZA-NR,26-163-0093,AQS
2/5/17,58,,ELIZA-NR,26-163-0093,AQS
2/6/17,81,,ELIZA-NR,26-163-0093,AQS
2/7/17,71,,ELIZA-NR,26-163-0093,AQS
2/8/17,37,,ELIZA-NR,26-163-0093,AQS
2/9/17,34,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
2/10/17,59,,ELIZA-NR,26-163-0093,AQS
2/11/17,78,,ELIZA-NR,26-163-0093,AQS
2/12/17,69,,ELIZA-NR,26-163-0093,AQS
2/13/17,31,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
2/14/17,47,,ELIZA-NR,26-163-0093,AQS
2/15/17,28,,Allen Park,26-163-0001,AQS
2/16/17,32,,ELIZA-NR,26-163-0093,AQS
2/17/17,66,,ELIZA-NR,26-163-0093,AQS
2/18/17,62,,ELIZA-NR,26-163-0093,AQS
2/19/17,51,,NMH48217 NEW MT HERMAN CHURCH,26-163-0097,AQS
2/20/17,47,,ELIZA-NR,26-163-0093,AQS
2/21/17,69,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
2/22/17,86,,ELIZA-NR,26-163-0093,AQS
2/23/17,59,,ELIZA-NR,26-163-0093,AQS
2/24/17,52,,ELIZA-NR,26-163-0093,AQS
2/25/17,32,,ELIZA-NR,26-163-0093,AQS
2/26/17,53,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
2/27/17,63,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
2/28/17,62,,ELIZA-NR,26-163-0093,AQS
3/1/17,27,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
3/2/17,25,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
3/3/17,31,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
3/4/17,50,,ELIZA-NR,26-163-0093,AQS
3/5/17,51,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
3/6/17,57,,ELIZA-NR,26-163-0093,AQS
3/7/17,45,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
3/8/17,60,,ELIZA-NR,26-163-0093,AQS
3/9/17,33,,ELIZA-NR,26-163-0093,AQS
3/10/17,40,,ELIZA-NR,26-163-0093,AQS
3/11/17,28,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
3/12/17,24,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
3/13/17,44,,ELIZA-NR,26-163-0093,AQS
3/14/17,30,,ELIZA-NR,26-163-0093,AQS
3/15/17,45,,FIA/Lafayette,26-163-0039,AQS
3/16/17,57,,FIA/Lafayette,26-163-0039,AQS
3/17/17,67,,ELIZA-NR,26-163-0093,AQS
3/18/17,66,,ELIZA-NR,26-163-0093,AQS
3/19/17,60,,ELIZA-NR,26-163-0093,AQS
3/20/17,71,,ELIZA-NR,26-163-0093,AQS
3/21/17,55,,ELIZA-NR,26-163-0093,AQS
3/22/17,30,,ELIZA-NR,26-163-0093,AQS
3/23/17,53,,ELIZA-NR,26-163-0093,AQS
3/24/17,64,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
3/25/17,44,,ELIZA-NR,26-163-0093,AQS
3/26/17,58,,LIVONIA-NR,26-163-0095,AQS
3/27/17,48,,ELIZA-NR,26-163-0093,AQS
3/28/17,33,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
3/29/17,40,,NMH48217 NEW MT HERMAN CHURCH,26-163-0097,AQS
3/30/17,33,,Port Huron,26-147-0005,AQS
3/31/17,40,,ELIZA-NR,26-163-0093,AQS
4/1/17,30,,Port Huron,26-147-0005,AQS
4/2/17,55,,ELIZA-NR,26-163-0093,AQS
4/3/17,53,,Allen Park,26-163-0001,AQS
4/4/17,35,,ELIZA-NR,26-163-0093,AQS
4/5/17,35,,Allen Park,26-163-0001,AQS
4/6/17,20,,ELIZA-NR,26-163-0093,AQS
4/7/17,29,,ELIZA-NR,26-163-0093,AQS
4/8/17,30,,Allen Park,26-163-0001,AQS
4/9/17,45,,ELIZA-NR,26-163-0093,AQS
4/10/17,118,,Southwestern H.S.,26-163-0015,AQS
4/11/17,45,,ELIZA-NR,26-163-0093,AQS
4/12/17,28,,Allen Park,26-163-0001,AQS
4/13/17,32,,Allen Park,26-163-0001,AQS
4/14/17,30,,NMH48217 NEW MT HERMAN CHURCH,26-163-0097,AQS
4/15/17,56,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
4/16/17,43,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
4/17/17,34,,NMH48217 NEW MT HERMAN CHURCH,26-163-0097,AQS
4/18/17,32,,ELIZA-NR,26-163-0093,AQS
4/19/17,54,,Allen Park,26-163-0001,AQS
4/20/17,56,,ELIZA-NR,26-163-0093,AQS
4/21/17,20,,Allen Park,26-163-0001,AQS
4/22/17,30,,Allen Park,26-163-0001,AQS
4/23/17,58,,ELIZA-NR,26-163-0093,AQS
4/24/17,39,,NMH48217 NEW MT HERMAN CHURCH,26-163-0097,AQS
4/25/17,36,,Port Huron,26-147-0005,AQS
4/26/17,38,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
4/27/17,41,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
4/28/17,47,,Southwestern H.S.,26-163-0015,AQS
4/29/17,26,,FIA/Lafayette,26-163-0039,AQS
4/30/17,34,,NMH48217 NEW MT HERMAN CHURCH,26-163-0097,AQS
5/1/17,41,,FIA/Lafayette,26-163-0039,AQS
5/2/17,28,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
5/3/17,30,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
5/4/17,26,,Port Huron,26-147-0005,AQS
5/5/17,18,,NMH48217 NEW MT HERMAN CHURCH,26-163-0097,AQS
5/6/17,28,,ELIZA-NR,26-163-0093,AQS
5/7/17,23,,Allen Park,26-163-0001,AQS
5/8/17,25,,Allen Park,26-163-0001,AQS
5/9/17,38,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
5/10/17,37,,ELIZA-NR,26-163-0093,AQS
5/11/17,30,,NMH48217 NEW MT HERMAN CHURCH,26-163-0097,AQS
5/12/17,48,,NMH48217 NEW MT HERMAN CHURCH,26-163-0097,AQS
5/13/17,67,,ELIZA-NR,26-163-0093,AQS
5/14/17,41,,Allen Park,26-163-0001,AQS
5/15/17,34,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
5/16/17,57,,Southwestern H.S.,26-163-0015,AQS
5/17/17,63,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
5/18/17,61,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
5/19/17,20,,Allen Park,26-163-0001,AQS
5/20/17,31,,Port Huron,26-147-0005,AQS
5/21/17,37,,Port Huron,26-147-0005,AQS
5/22/17,58,,ELIZA-NR,26-163-0093,AQS
5/23/17,54,,ELIZA-NR,26-163-0093,AQS
5/24/17,52,,ELIZA-NR,26-163-0093,AQS
5/25/17,38,,ELIZA-NR,26-163-0093,AQS
5/26/17,33,,Port Huron,26-147-0005,AQS
5/27/17,57,,ELIZA-NR,26-163-0093,AQS
5/28/17,55,,ELIZA-NR,26-163-0093,AQS
5/29/17,44,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
5/30/17,40,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
5/31/17,38,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
6/1/17,33,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
6/2/17,53,,FIA/Lafayette,26-163-0039,AQS
6/3/17,53,,ELIZA-NR,26-163-0093,AQS
6/4/17,57,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
6/5/17,28,,ELIZA-NR,26-163-0093,AQS
6/6/17,25,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
6/7/17,28,,ELIZA-NR,26-163-0093,AQS
6/8/17,42,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
6/9/17,54,,Southwestern H.S.,26-163-0015,AQS
6/10/17,62,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
6/11/17,64,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
6/12/17,79,,Allen Park,26-163-0001,AQS
6/13/17,61,,Allen Park,26-163-0001,AQS
6/14/17,52,,ELIZA-NR,26-163-0093,AQS
6/15/17,52,,Southwestern H.S.,26-163-0015,AQS
6/16/17,48,,Allen Park,26-163-0001,AQS
6/17/17,57,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
6/18/17,42,,Southwestern H.S.,26-163-0015,AQS
6/19/17,40,,Allen Park,26-163-0001,AQS
6/20/17,27,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
6/21/17,35,,Southwestern H.S.,26-163-0015,AQS
6/22/17,56,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
6/23/17,29,,Allen Park,26-163-0001,AQS
6/24/17,64,,Southwestern H.S.,26-163-0015,AQS
6/25/17,50,,Allen Park,26-163-0001,AQS
6/26/17,79,,Allen Park,26-163-0001,AQS
6/27/17,61,,Allen Park,26-163-0001,AQS
6/28/17,47,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
6/29/17,59,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
6/30/17,48,,Allen Park,26-163-0001,AQS
7/1/17,38,,Allen Park,26-163-0001,AQS
7/2/17,54,,Allen Park,26-163-0001,AQS
7/3/17,48,,Allen Park,26-163-0001,AQS
7/4/17,76,,ELIZA-NR,26-163-0093,AQS
7/5/17,93,,ELIZA-NR,26-163-0093,AQS
7/6/17,64,,Southwestern H.S.,26-163-0015,AQS
7/7/17,43,,ELIZA-NR,26-163-0093,AQS
7/8/17,36,,Allen Park,26-163-0001,AQS
7/9/17,40,,ELIZA-NR,26-163-0093,AQS
7/10/17,45,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
7/11/17,69,,ELIZA-NR,26-163-0093,AQS
7/12/17,62,,Southwestern H.S.,26-163-0015,AQS
7/13/17,49,,Port Huron,26-147-0005,AQS
7/14/17,31,,Allen Park,26-163-0001,AQS
7/15/17,43,,92 FEET FROM WHE STREET,26-163-0036,AQS
7/16/17,45,,Port Huron,26-147-0005,AQS
7/17/17,49,,Allen Park,26-163-0001,AQS
7/18/17,57,,ELIZA-NR,26-163-0093,AQS
7/19/17,55,,Allen Park,26-163-0001,AQS
7/20/17,44,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
7/21/17,57,,New Haven,26-099-0009,AQS
7/22/17,57,,Port Huron,26-147-0005,AQS
7/23/17,51,,Port Huron,26-147-0005,AQS
7/24/17,26,,NMH48217 NEW MT HERMAN CHURCH,26-163-0097,AQS
7/25/17,35,,ELIZA-NR,26-163-0093,AQS
7/26/17,45,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
7/27/17,51,,NMH48217 NEW MT HERMAN CHURCH,26-163-0097,AQS
7/28/17,30,,NMH48217 NEW MT HERMAN CHURCH,26-163-0097,AQS
7/29/17,31,,Allen Park,26-163-0001,AQS
7/30/17,49,,Allen Park,26-163-0001,AQS
7/31/17,54,,ELIZA-NR,26-163-0093,AQS
8/1/17,53,,Allen Park,26-163-0001,AQS
8/2/17,60,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
8/3/17,63,,ELIZA-NR,26-163-0093,AQS
8/4/17,43,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
8/5/17,37,,ELIZA-NR,26-163-0093,AQS
8/6/17,56,,NMH48217 NEW MT HERMAN CHURCH,26-163-0097,AQS
8/7/17,47,,ELIZA-NR,26-163-0093,AQS
8/8/17,56,,Southwestern H.S.,26-163-0015,AQS
8/9/17,54,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
8/10/17,63,,ELIZA-NR,26-163-0093,AQS
8/11/17,56,,Southwestern H.S.,26-163-0015,AQS
8/12/17,32,,ELIZA-NR,26-163-0093,AQS
8/13/17,54,,ELIZA-NR,26-163-0093,AQS
8/14/17,46,,ELIZA-NR,26-163-0093,AQS
8/15/17,73,,Allen Park,26-163-0001,AQS
8/16/17,48,,ELIZA-NR,26-163-0093,AQS
8/17/17,57,,ELIZA-NR,26-163-0093,AQS
8/18/17,27,,ELIZA-NR,26-163-0093,AQS
8/19/17,48,,NMH48217 NEW MT HERMAN CHURCH,26-163-0097,AQS
8/20/17,62,,Southwestern H.S.,26-163-0015,AQS
8/21/17,60,,Port Huron,26-147-0005,AQS
8/22/17,40,,ELIZA-NR,26-163-0093,AQS
8/23/17,42,,Southwestern H.S.,26-163-0015,AQS
8/24/17,30,,Allen Park,26-163-0001,AQS
8/25/17,40,,Allen Park,26-163-0001,AQS
8/26/17,49,,FIA/Lafayette,26-163-0039,AQS
8/27/17,53,,Port Huron,26-147-0005,AQS
8/28/17,63,,Port Huron,26-147-0005,AQS
8/29/17,57,,LIVONIA-NR,26-163-0095,AQS
8/30/17,64,,LIVONIA-NR,26-163-0095,AQS
8/31/17,42,,Allen Park,26-163-0001,AQS
9/1/17,54,,FIA/Lafayette,26-163-0039,AQS
9/2/17,30,,Allen Park,26-163-0001,AQS
9/3/17,54,,NMH48217 NEW MT HERMAN CHURCH,26-163-0097,AQS
9/4/17,64,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
9/5/17,47,,ELIZA-NR,26-163-0093,AQS
9/6/17,30,,ELIZA-NR,26-163-0093,AQS
9/7/17,25,,ELIZA-NR,26-163-0093,AQS
9/8/17,26,,Allen Park,26-163-0001,AQS
9/9/17,38,,Allen Park,26-163-0001,AQS
9/10/17,41,,NMH48217 NEW MT HERMAN CHURCH,26-163-0097,AQS
9/11/17,48,,ELIZA-NR,26-163-0093,AQS
9/12/17,52,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
9/13/17,57,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
9/14/17,46,,ELIZA-NR,26-163-0093,AQS
9/15/17,52,,ELIZA-NR,26-163-0093,AQS
9/16/17,43,,Port Huron,26-147-0005,AQS
9/17/17,54,,Allen Park,26-163-0001,AQS
9/18/17,55,,NMH48217 NEW MT HERMAN CHURCH,26-163-0097,AQS
9/19/17,47,,NMH48217 NEW MT HERMAN CHURCH,26-163-0097,AQS
9/20/17,63,,ELIZA-NR,26-163-0093,AQS
9/21/17,63,,ELIZA-NR,26-163-0093,AQS
9/22/17,67,,ELIZA-NR,26-163-0093,AQS
9/23/17,66,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
9/24/17,65,,Allen Park,26-163-0001,AQS
9/25/17,66,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
9/26/17,63,,ELIZA-NR,26-163-0093,AQS
9/27/17,38,,ELIZA-NR,26-163-0093,AQS
9/28/17,27,,Allen Park,26-163-0001,AQS
9/29/17,36,,ELIZA-NR,26-163-0093,AQS
9/30/17,41,,ELIZA-NR,26-163-0093,AQS
10/1/17,51,,ELIZA-NR,26-163-0093,AQS
10/2/17,46,,ELIZA-NR,26-163-0093,AQS
10/3/17,51,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
10/4/17,49,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
10/5/17,36,,FIA/Lafayette,26-163-0039,AQS
10/6/17,50,,ELIZA-NR,26-163-0093,AQS
10/7/17,63,,Southwestern H.S.,26-163-0015,AQS
10/8/17,30,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
10/9/17,40,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
10/10/17,43,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
10/11/17,24,,Allen Park,26-163-0001,AQS
10/12/17,49,,Allen Park,26-163-0001,AQS
10/13/17,65,,ELIZA-NR,26-163-0093,AQS
10/14/17,59,,Allen Park,26-163-0001,AQS
10/15/17,68,,ELIZA-NR,26-163-0093,AQS
10/16/17,27,,Allen Park,26-163-0001,AQS
10/17/17,45,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
10/18/17,48,,ELIZA-NR,26-163-0093,AQS
10/19/17,38,,FIA/Lafayette,26-163-0039,AQS
10/20/17,51,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
10/21/17,65,,ELIZA-NR,26-163-0093,AQS
10/22/17,58,,Southwestern H.S.,26-163-0015,AQS
10/23/17,38,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
10/24/17,39,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
10/25/17,33,,FIA/Lafayette,26-163-0039,AQS
10/26/17,45,,ELIZA-NR,26-163-0093,AQS
10/27/17,46,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
10/28/17,31,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
10/29/17,23,,ELIZA-NR,26-163-0093,AQS
10/30/17,41,,ELIZA-NR,26-163-0093,AQS
10/31/17,37,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
11/1/17,52,,ELIZA-NR,26-163-0093,AQS
11/2/17,62,,NMH48217 NEW MT HERMAN CHURCH,26-163-0097,AQS
11/3/17,41,,ELIZA-NR,26-163-0093,AQS
11/4/17,30,,NMH48217 NEW MT HERMAN CHURCH,26-163-0097,AQS
11/5/17,57,,Allen Park,26-163-0001,AQS
11/6/17,24,,ELIZA-NR,26-163-0093,AQS
11/7/17,38,,ELIZA-NR,26-163-0093,AQS
11/8/17,55,,ELIZA-NR,26-163-0093,AQS
11/9/17,55,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
11/10/17,21,,Allen Park,26-163-0001,AQS
11/11/17,31,,ELIZA-NR,26-163-0093,AQS
11/12/17,67,,ELIZA-NR,26-163-0093,AQS
11/13/17,71,,ELIZA-NR,26-163-0093,AQS
11/14/17,79,,ELIZA-NR,26-163-0093,AQS
11/15/17,59,,ELIZA-NR,26-163-0093,AQS
11/16/17,25,,ELIZA-NR,26-163-0093,AQS
11/17/17,35,,ELIZA-NR,26-163-0093,AQS
11/18/17,38,,ELIZA-NR,26-163-0093,AQS
11/19/17,25,,Allen Park,26-163-0001,AQS
11/20/17,53,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
11/21/17,78,,,26-163-0016,AQS
11/22/17,29,,Allen Park,26-163-0001,AQS
11/23/17,54,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
11/24/17,61,,Southwestern H.S.,26-163-0015,AQS
11/25/17,31,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
11/26/17,32,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
11/27/17,62,,ELIZA-NR,26-163-0093,AQS
11/28/17,54,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
11/29/17,33,,ELIZA-NR,26-163-0093,AQS
11/30/17,53,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/1/17,55,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/2/17,73,,ELIZA-NR,26-163-0093,AQS
12/3/17,80,,ELIZA-NR,26-163-0093,AQS
12/4/17,66,,ELIZA-NR,26-163-0093,AQS
12/5/17,41,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/6/17,70,,92 FEET FROM WHE STREET,26-163-0036,AQS
12/7/17,39,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/8/17,54,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/9/17,58,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/10/17,41,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/11/17,47,,ELIZA-NR,26-163-0093,AQS
12/12/17,27,,ELIZA-NR,26-163-0093,AQS
12/13/17,45,,ELIZA-NR,26-163-0093,AQS
12/14/17,33,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/15/17,52,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/16/17,45,,ELIZA-NR,26-163-0093,AQS
12/17/17,58,,Allen Park,26-163-0001,AQS
12/18/17,79,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/19/17,55,,ELIZA-NR,26-163-0093,AQS
12/20/17,27,,FIA/Lafayette,26-163-0039,AQS
12/21/17,37,,ELIZA-NR,26-163-0093,AQS
12/22/17,63,,Allen Park,26-163-0001,AQS
12/23/17,59,,ELIZA-NR,26-163-0093,AQS
12/24/17,38,,ELIZA-NR,26-163-0093,AQS
12/25/17,35,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/26/17,35,,ELIZA-NR,26-163-0093,AQS
12/27/17,61,,Southwestern H.S.,26-163-0015,AQS
12/28/17,69,,ELIZA-NR,26-163-0093,AQS
12/29/17,73,,ELIZA-NR,26-163-0093,AQS
12/30/17,89,,Southwestern H.S.,26-163-0015,AQS
12/31/17,43,,NMH48217 NEW MT HERMAN CHURCH,26-163-0097,AQS
1/1/18,43,,NMH48217 NEW MT HERMAN CHURCH,26-163-0097,AQS
1/2/18,81,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
1/3/18,64,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
1/4/18,20,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
